"Export for HP:0012823"
"Gene","Associated diseases"
"MED13L (23389)","MENTAL RETARDATION AND DISTINCTIVE FACIA... (OMIM:616789), TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:608808)"
"GRM1 (2911)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:614831)"
"SLC7A7 (9056)","LYSINURIC PROTEIN INTOLERANCE (OMIM:222700)"
"ADNP (23394)","HELSMOORTEL-VAN DER AA SYNDROME (OMIM:615873)"
"SERPINA6 (866)","CORTICOSTEROID-BINDING GLOBULIN DEFICIEN... (OMIM:611489)"
"CBL (867)","JUVENILE MYELOMONOCYTIC LEUKEMIA (OMIM:607785), NOONAN SYNDROME-LIKE DISORDER WITH OR WI... (OMIM:613563)"
"LARS2 (23395)","HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLAS... (OMIM:617021), PERRAULT SYNDROME 4 (OMIM:615300)"
"TERC (7012)","Dyskeratosis congenita (ORPHA:1775), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550), Idiopathic pulmonary fibrosis (ORPHA:2032)"
"CHAMP1 (283489)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:616579)"
"RAX2 (84839)","CONE-ROD DYSTROPHY 11 (OMIM:610381), MACULAR DEGENERATION, AGE-RELATED, 6 (OMIM:613757), SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOM... (OMIM:605726), Cone rod dystrophy (ORPHA:1872)"
"TERT (7015)","Dyskeratosis congenita (ORPHA:1775), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550), Familial melanoma (ORPHA:618), PULMONARY FIBROSIS, IDIOPATHIC (OMIM:178500), APLASTIC ANEMIA (OMIM:609135), Hoyeraal-Hreidarsson syndrome (ORPHA:3322), Idiopathic pulmonary fibrosis (ORPHA:2032)"
"ATP13A2 (23400)","SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSI... (OMIM:617225), KUFOR-RAKEB SYNDROME (OMIM:606693)"
"CIT (11113)","MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECE... (OMIM:617090), Autosomal recessive primary microcephaly (ORPHA:2512)"
"TFAM (7019)","MITOCHONDRIAL DNA DEPLETION SYNDROME 15 ... (OMIM:617156)"
"TSEN2 (80746)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2B (OMIM:612389)"
"ANKH (56172)","CHONDROCALCINOSIS 2 (OMIM:118600), Familial calcium pyrophosphate depositio... (ORPHA:1416), Craniometaphyseal dysplasia (ORPHA:1522), CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL D... (OMIM:123000)"
"OPA1 (4976)","BEHR SYNDROME (OMIM:210000), Autosomal dominant optic atrophy plus sy... (ORPHA:1215), OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, ... (OMIM:125250), OPTIC ATROPHY 1 (OMIM:165500), Behr syndrome (ORPHA:1239), MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (OMIM:616896)"
"GSN (2934)","AMYLOIDOSIS, FINNISH TYPE (OMIM:105120)"
"TNFRSF11B (4982)","Juvenile Paget disease (ORPHA:2801), PAGET DISEASE OF BONE 5, JUVENILE-ONSET (OMIM:239000)"
"SIL1 (64374)","MARINESCO-SJOGREN SYNDROME (OMIM:248800), Marinesco-Sjögren syndrome (ORPHA:559)"
"OPHN1 (4983)","X-linked intellectual disability-cerebel... (ORPHA:137831), MENTAL RETARDATION, X-LINKED, WITH CEREB... (OMIM:300486)"
"STT3B (201595)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615597), STT3B-CDG (ORPHA:370924)"
"POLR3A (11128)","Hypomyelination-hypogonadotropic hypogon... (ORPHA:88637), LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH... (OMIM:607694)"
"KRIT1 (889)","CEREBRAL CAVERNOUS MALFORMATIONS (OMIM:116860), Familial cerebral cavernous malformation (ORPHA:221061)"
"KPTN (11133)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615637)"
"CCND2 (894)","Megalencephaly-polymicrogyria-postaxial ... (ORPHA:83473), MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYL... (OMIM:615938)"
"TGFB1 (7040)","CAMURATI-ENGELMANN DISEASE (OMIM:131300), Cystic fibrosis (ORPHA:586), Camurati-Engelmann disease (ORPHA:1328)"
"SLC7A9 (11136)","CYSTINURIA (OMIM:220100)"
"MMAA (166785)","METHYLMALONIC ACIDURIA, CBLA TYPE (OMIM:251100)"
"AP4E1 (23431)","SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSI... (OMIM:613744), STUTTERING, FAMILIAL PERSISTENT, 1 (OMIM:184450)"
"TBX18 (9096)","Congenital hydronephrosis (ORPHA:2190), CONGENITAL ANOMALIES OF KIDNEY AND URINA... (OMIM:143400)"
"TARDBP (23435)","AMYOTROPHIC LATERAL SCLEROSIS 10, WITH O... (OMIM:612069), Amyotrophic lateral sclerosis (ORPHA:803)"
"COL18A1 (80781)","KNOBLOCH SYNDROME, TYPE I (OMIM:267750), Knobloch syndrome (ORPHA:1571)"
"MSH6 (2956)","COLORECTAL CANCER, HEREDITARY NONPOLYPOS... (OMIM:614350), Muir-Torre syndrome (ORPHA:587), MISMATCH REPAIR CANCER SYNDROME (OMIM:276300), Lynch syndrome (ORPHA:144), ENDOMETRIAL CANCER (OMIM:608089)"
"TGM3 (7053)","UNCOMBABLE HAIR SYNDROME 2 (OMIM:617251), Uncombable hair syndrome (ORPHA:1410)"
"ORAI1 (84876)","Stormorken-Sjaastad-Langslet syndrome (ORPHA:3204), Tubular aggregate myopathy (ORPHA:2593), IMMUNODEFICIENCY 9 (OMIM:612782), MYOPATHY, TUBULAR AGGREGATE, 2 (OMIM:615883)"
"MFSD2A (84879)","MICROCEPHALY 15, PRIMARY, AUTOSOMAL RECE... (OMIM:616486), Autosomal recessive primary microcephaly (ORPHA:2512)"
"TH (7054)","SEGAWA SYNDROME, AUTOSOMAL RECESSIVE (OMIM:605407)"
"CORO1A (11151)","IMMUNODEFICIENCY 8 (OMIM:615401)"
"AP4S1 (11154)","SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSI... (OMIM:614067)"
"CD3D (915)","IMMUNODEFICIENCY 19 (OMIM:615617)"
"LDB3 (11155)","Familial isolated dilated cardiomyopathy (ORPHA:154), MYOPATHY, MYOFIBRILLAR, 4 (OMIM:609452)"
"CD3E (916)","IMMUNODEFICIENCY 18 (OMIM:615615)"
"CD3G (917)","IMMUNODEFICIENCY 17 (OMIM:615607)"
"CD247 (919)","IMMUNODEFICIENCY 25 (OMIM:610163), Rheumatoid factor-negative juvenile idio... (ORPHA:85408), Oligoarticular juvenile idiopathic arthr... (ORPHA:85410)"
"ERLIN2 (11160)","SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSI... (OMIM:611225), Juvenile primary lateral sclerosis (ORPHA:247604)"
"BRF1 (2972)","CEREBELLOFACIODENTAL SYNDROME (OMIM:616202)"
"CD8A (925)","CD8 DEFICIENCY, FAMILIAL (OMIM:608957)"
"TIA1 (7072)","Distal myopathy, Welander type (ORPHA:603), WELANDER DISTAL MYOPATHY (OMIM:604454)"
"DCLRE1C (64421)","Omenn syndrome (ORPHA:39041), OMENN SYNDROME (OMIM:603554), SEVERE COMBINED IMMUNODEFICIENCY WITH SE... (OMIM:602450)"
"GUCY1A1 (2982)","MOYAMOYA DISEASE 6 WITH ACHALASIA (OMIM:615750), Moyamoya disease with early-onset achala... (ORPHA:401945)"
"SMC3 (9126)","CORNELIA DE LANGE SYNDROME 3 (OMIM:610759), Cornelia de Lange syndrome (ORPHA:199)"
"INF2 (64423)","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:614455), FOCAL SEGMENTAL GLOMERULOSCLEROSIS 5 (OMIM:613237)"
"NKX2-1 (7080)","CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEO... (OMIM:610978), CHOREA, BENIGN HEREDITARY (OMIM:118700), Benign familial chorea (ORPHA:1429), Athyreosis (ORPHA:95713)"
"LRTOMT (220074)","DEAFNESS, AUTOSOMAL RECESSIVE 63 (OMIM:611451)"
"CD27 (939)","LYMPHOPROLIFERATIVE SYNDROME 2 (OMIM:615122)"
"TK2 (7084)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:617069), MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (... (OMIM:609560)"
"KCNQ4 (9132)","DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:600101)"
"GYG1 (2992)","POLYGLUCOSAN BODY MYOPATHY 2 (OMIM:616199), Glycogen storage disease with severe car... (ORPHA:263297), GLYCOGEN STORAGE DISEASE XV (OMIM:613507)"
"DDHD1 (80821)","SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSI... (OMIM:609340)"
"SCARB2 (950)","Gaucher disease type 1 (ORPHA:77259), Unverricht-Lundborg disease (ORPHA:308), EPILEPSY, PROGRESSIVE MYOCLONIC 4, WITH ... (OMIM:254900)"
"PPP1R15B (84919)","MICROCEPHALY, SHORT STATURE, AND IMPAIRE... (OMIM:616817)"
"ISCU (23479)","MYOPATHY WITH EXERCISE INTOLERANCE, SWED... (OMIM:255125)"
"PAFAH1B1 (5048)","LISSENCEPHALY 1 (OMIM:607432), Miller-Dieker syndrome (ORPHA:531), 17p13.3 microduplication syndrome (ORPHA:217385)"
"GUCY2D (3000)","LEBER CONGENITAL AMAUROSIS, TYPE I (OMIM:204000), CONE-ROD DYSTROPHY 6 (OMIM:601777), Leber congenital amaurosis (ORPHA:65), Cone rod dystrophy (ORPHA:1872)"
"CTDP1 (9150)","CONGENITAL CATARACTS, FACIAL DYSMORPHISM... (OMIM:604168), Congenital cataracts-facial dysmorphism-... (ORPHA:48431)"
"SERPINE1 (5054)","PLASMINOGEN ACTIVATOR INHIBITOR-1 DEFICI... (OMIM:613329)"
"SLC6A5 (9152)","Hereditary hyperekplexia (ORPHA:3197), HYPEREKPLEXIA 3 (OMIM:614618)"
"TNFRSF13C (115650)","IMMUNODEFICIENCY, COMMON VARIABLE, 4 (OMIM:613494), IMMUNODEFICIENCY, COMMON VARIABLE, 2 (OMIM:240500), Common variable immunodeficiency (ORPHA:1572)"
"CD59 (966)","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR... (OMIM:612300)"
"PAK3 (5063)","MENTAL RETARDATION, X-LINKED 30 (OMIM:300558), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"CYP2U1 (113612)","SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSI... (OMIM:615030)"
"CD79B (974)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIV... (OMIM:612692)"
"PRKN (5071)","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE... (OMIM:600116), OVARIAN CANCEROVARIAN CANCER, EPITHELIAL... (OMIM:167000), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980)"
"WDR73 (84942)","GALLOWAY-MOWAT SYNDROME (OMIM:251300), CAMOS syndrome (ORPHA:83472), Galloway-Mowat syndrome (ORPHA:2065)"
"ZFYVE26 (23503)","SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSI... (OMIM:270700)"
"PARN (5073)","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESS... (OMIM:616353), Dyskeratosis congenita (ORPHA:1775), Hoyeraal-Hreidarsson syndrome (ORPHA:3322), Idiopathic pulmonary fibrosis (ORPHA:2032), PULMONARY FIBROSIS AND/OR BONE MARROW FA... (OMIM:616371)"
"PAX2 (5076)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7 (OMIM:616002), PAPILLORENAL SYNDROME (OMIM:120330), RENAL HYPODYSPLASIA/APLASIA 1 (OMIM:191830), Renal coloboma syndrome (ORPHA:1475)"
"HSD17B10 (3028)","HSD10 MITOCHONDRIAL DISEASE (OMIM:300438), MENTAL RETARDATION, X-LINKED, SYNDROMIC ... (OMIM:300220), HSD10 disease, atypical type (ORPHA:85295)"
"PAX3 (5077)","Craniofacial-deafness-hand syndrome (ORPHA:1529), CRANIOFACIAL-DEAFNESS-HAND SYNDROME (OMIM:122880), Waardenburg syndrome type 1 (ORPHA:894), Waardenburg syndrome type 3 (ORPHA:896), RHABDOMYOSARCOMA 2 (OMIM:268220), WAARDENBURG SYNDROME, TYPE 3 (OMIM:148820), WAARDENBURG SYNDROME, TYPE 1 (OMIM:193500)"
"PAX4 (5078)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:612225), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"HADH (3033)","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL,... (OMIM:609975), 3-@HYDROXYACYL-COA DEHYDROGENASE DEFICIE... (OMIM:231530), Hyperinsulinism due to short chain 3-hyd... (ORPHA:71212)"
"HARS (3035)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616625), USHER SYNDROME, TYPE IIIB (OMIM:614504), Usher syndrome type 3 (ORPHA:231183)"
"LRBA (987)","IMMUNODEFICIENCY, COMMON VARIABLE, 8, WI... (OMIM:614700)"
"AP4M1 (9179)","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSI... (OMIM:612936)"
"SLC39A14 (23516)","HYPERMANGANESEMIA WITH DYSTONIA 2 (OMIM:617013)"
"OSMR (9180)","AMYLOIDOSIS, PRIMARY CUTANEOUS (OMIM:105250)"
"SEC63 (11231)","Isolated polycystic liver disease (ORPHA:2924), POLYCYSTIC LIVER DISEASE (OMIM:174050), POLYCYSTIC LIVER DISEASE 2 (OMIM:617004)"
"POLG2 (11232)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:610131)"
"TNNI3 (7137)","CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (OMIM:115210), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 2A (OMIM:611880), CARDIOMYOPATHY, DILATED, 1FF (OMIM:613286), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7 (OMIM:613690)"
"SLC25A19 (60386)","MICROCEPHALY, AMISH TYPE (OMIM:607196), THIAMINE METABOLISM DYSFUNCTION SYNDROME... (OMIM:613710), Amish lethal microcephaly (ORPHA:99742)"
"TNNT1 (7138)","NEMALINE MYOPATHY 5 (OMIM:605355)"
"PC (5091)","PYRUVATE CARBOXYLASE DEFICIENCY (OMIM:266150)"
"MMAB (326625)","METHYLMALONIC ACIDURIA, CBLB TYPE (OMIM:251110)"
"HBG2 (3048)","Hereditary persistence of fetal hemoglob... (ORPHA:46532), FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCU... (OMIM:141749), CYANOSIS, TRANSIENT NEONATAL (OMIM:613977)"
"AGRN (375790)","MYASTHENIC SYNDROME, CONGENITAL, 8 (OMIM:615120)"
"CFAP53 (220136)","HETEROTAXY, VISCERAL, 6, AUTOSOMAL (OMIM:614779)"
"PIK3R5 (23533)","ATAXIA-OCULOMOTOR APRAXIA 3 (OMIM:615217)"
"SLC33A1 (9197)","SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINAN... (OMIM:612539), CONGENITAL CATARACTS, HEARING LOSS, AND ... (OMIM:614482)"
"HCFC1 (3054)","X-linked non-syndromic intellectual disa... (ORPHA:777), METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEM... (OMIM:309541)"
"PCK1 (5105)","PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICI... (OMIM:261680)"
"PCNA (5111)","ATAXIA-TELANGIECTASIA-LIKE DISORDER 2 (OMIM:615919)"
"LGI1 (9211)","EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOM... (OMIM:600512)"
"CDK5 (1020)","LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLAS... (OMIM:616342)"
"XPR1 (9213)","BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:616413), Bilateral striopallidodentate calcinosis (ORPHA:1980)"
"HELLS (3070)","ICF syndrome (ORPHA:2268), IMMUNODEFICIENCY-CENTROMERIC INSTABILITY... (OMIM:616911)"
"LARGE1 (9215)","Muscle-eye-brain disease (ORPHA:588), Walker-Warburg syndrome (ORPHA:899), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:236670), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:608840), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:613154)"
"CHMP1A (5119)","PONTOCEREBELLAR HYPOPLASIA, TYPE 8 (OMIM:614961)"
"SLC25A46 (91137)","NEUROPATHY, HEREDITARY MOTOR AND SENSORY... (OMIM:616505)"
"TPM2 (7169)","ARTHROGRYPOSIS, DISTAL, TYPE 1A (OMIM:108120), MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), NEMALINE MYOPATHY 4 (OMIM:609285), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"HEXA (3073)","TAY-SACHS DISEASE (OMIM:272800)"
"PIGY (84992)","HYPERPHOSPHATASIA WITH MENTAL RETARDATIO... (OMIM:616809)"
"PCSK1 (5122)","Obesity due to prohormone convertase I d... (ORPHA:71528), PROPROTEIN CONVERTASE 1/3 DEFICIENCY (OMIM:600955)"
"TPM3 (7170)","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), NEMALINE MYOPATHY 1 (OMIM:609284), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"CFH (3075)","BASAL LAMINAR DRUSEN (OMIM:126700), COMPLEMENT FACTOR H DEFICIENCY (OMIM:609814)"
"PIGN (23556)","Fryns syndrome (ORPHA:2059), MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-... (OMIM:614080)"
"SDHAF1 (644096)","MITOCHONDRIAL COMPLEX II DEFICIENCY (OMIM:252011)"
"TMEM67 (91147)","JOUBERT SYNDROME 6 (OMIM:610688), Joubert syndrome with hepatic defect (ORPHA:1454), COACH SYNDROME (OMIM:216360), Meckel syndrome (ORPHA:564), NEPHRONOPHTHISIS 11 (OMIM:613550), Joubert syndrome (ORPHA:475), MECKEL SYNDROME, TYPE 3 (OMIM:607361)"
"USP18 (11274)","PSEUDO-TORCH SYNDROME 2 (OMIM:617397)"
"CLDN14 (23562)","DEAFNESS, AUTOSOMAL RECESSIVE 29 (OMIM:614035)"
"TREX1 (11277)","AICARDI-GOUTIERES SYNDROME 1 (OMIM:225750), Retinal vasculopathy with cerebral leuko... (ORPHA:247691), Aicardi-Goutières syndrome (ORPHA:51), VASCULOPATHY, RETINAL, WITH CEREBRAL LEU... (OMIM:192315), CHILBLAIN LUPUS 1 (OMIM:610448)"
"CDSN (1041)","PEELING SKIN SYNDROME 1 (OMIM:270300), HYPOTRICHOSIS SIMPLEX OF SCALP (OMIM:146520)"
"PNKP (11284)","MICROCEPHALY, SEIZURES, AND DEVELOPMENTA... (OMIM:613402), ATAXIA-OCULOMOTOR APRAXIA 4 (OMIM:616267)"
"HINT1 (3094)","NEUROMYOTONIA AND AXONAL NEUROPATHY, AUT... (OMIM:137200)"
"PDE4D (5144)","Acrodysostosis (ORPHA:950), ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE... (OMIM:614613), Acrodysostosis with multiple hormone res... (ORPHA:280651)"
"HIVEP2 (3097)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:616977)"
"HK1 (3098)","RETINITIS PIGMENTOSA 79 (OMIM:617460), HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO... (OMIM:235700), NEUROPATHY, HEREDITARY MOTOR AND SENSORY... (OMIM:605285)"
"PGAP3 (93210)","HYPERPHOSPHATASIA WITH MENTAL RETARDATIO... (OMIM:615716)"
"PDGFB (5155)","BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:615483), Dermatofibrosarcoma protuberans (ORPHA:31112), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:213600), MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174), Bilateral striopallidodentate calcinosis (ORPHA:1980)"
"TRIO (7204)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:617061)"
"MNX1 (3110)","CURRARINO SYNDROME (OMIM:176450), Currarino triad (ORPHA:1552)"
"AIMP1 (9255)","LEUKODYSTROPHY, HYPOMYELINATING, 3 (OMIM:260600)"
"PDGFRB (5159)","MYELOPROLIFERATIVE DISORDER, CHRONIC, WI... (OMIM:131440), Infantile myofibromatosis (ORPHA:2591), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:615007), MYOFIBROMATOSIS, INFANTILE, 1 (OMIM:228550), PREMATURE AGING SYNDROME, PENTTINEN TYPE (OMIM:601812), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:213600), KOSAKI OVERGROWTH SYNDROME (OMIM:616592), Bilateral striopallidodentate calcinosis (ORPHA:1980)"
"LEMD3 (23592)","MELORHEOSTOSIS, ISOLATED (OMIM:155950), BUSCHKE-OLLENDORFF SYNDROME (OMIM:166700), Isolated osteopoikilosis (ORPHA:166119), Buschke-Ollendorff syndrome (ORPHA:1306), Melorheostosis with osteopoikilosis (ORPHA:1879), 12q14 microdeletion syndrome (ORPHA:94063)"
"PDHA1 (5160)","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIEN... (OMIM:312170)"
"VPS45 (11311)","NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOS... (OMIM:615285)"
"AMACR (23600)","ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY (OMIM:614307), Congenital bile acid synthesis defect ty... (ORPHA:79095), BILE ACID SYNTHESIS DEFECT, CONGENITAL, ... (OMIM:214950)"
"CFL2 (1073)","NEMALINE MYOPATHY 7 (OMIM:610687)"
"PARK7 (11315)","PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE... (OMIM:606324)"
"PDYN (5173)","SPINOCEREBELLAR ATAXIA 23 (OMIM:610245)"
"TRPC3 (7222)","SPINOCEREBELLAR ATAXIA 41 (OMIM:616410)"
"GDF6 (392255)","KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMIN... (OMIM:118100), MICROPHTHALMIA, ISOLATED, WITH COLOBOMA ... (OMIM:613703), LEBER CONGENITAL AMAUROSIS 17 (OMIM:615360), MICROPHTHALMIA, ISOLATED 4 (OMIM:613094), Isolated Klippel-Feil syndrome (ORPHA:2345), Leber congenital amaurosis (ORPHA:65)"
"GDAP1 (54332)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WIT... (OMIM:607706), CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE I... (OMIM:608340), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607831), CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (OMIM:214400)"
"GLYCTK (132158)","D-GLYCERIC ACIDURIA (OMIM:220120)"
"BLNK (29760)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIV... (OMIM:613502)"
"ELOVL5 (60481)","SPINOCEREBELLAR ATAXIA 38 (OMIM:615957)"
"SLC5A7 (60482)","NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:158580), MYASTHENIC SYNDROME, CONGENITAL, 20, PRE... (OMIM:617143)"
"PEX10 (5192)","PEROXISOME BIOGENESIS DISORDER 6A (ZELLW... (OMIM:614870), PEROXISOME BIOGENESIS DISORDER 6B (OMIM:614871), Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772)"
"SOX18 (54345)","HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA ... (OMIM:607823), HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-... (OMIM:137940), Hypotrichosis-lymphedema-telangiectasia-... (ORPHA:69735)"
"PEX12 (5193)","PEROXISOME BIOGENESIS DISORDER 3A (ZELLW... (OMIM:614859), PEROXISOME BIOGENESIS DISORDER 3B (OMIM:266510), Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772)"
"S1PR2 (9294)","DEAFNESS, AUTOSOMAL RECESSIVE 68 (OMIM:610419)"
"CHAT (1103)","MYASTHENIC SYNDROME, CONGENITAL, 6, PRES... (OMIM:254210)"
"ANO5 (203859)","GNATHODIAPHYSEAL DYSPLASIA (OMIM:166260), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (OMIM:611307), Gnathodiaphyseal dysplasia (ORPHA:53697), MIYOSHI MUSCULAR DYSTROPHY 3 (OMIM:613319)"
"TSC1 (7248)","Lymphangioleiomyomatosis (ORPHA:538), Tuberous sclerosis complex (ORPHA:805), LYMPHANGIOLEIOMYOMATOSIS (OMIM:606690), TUBEROUS SCLEROSIS 1 (OMIM:191100), FOCAL CORTICAL DYSPLASIA, TYPE II (OMIM:607341)"
"TSC2 (7249)","Lymphangioleiomyomatosis (ORPHA:538), Tuberous sclerosis complex (ORPHA:805), LYMPHANGIOLEIOMYOMATOSIS (OMIM:606690), FOCAL CORTICAL DYSPLASIA, TYPE II (OMIM:607341), TUBEROUS SCLEROSIS 2 (OMIM:613254)"
"CHD4 (1108)","SIFRIM-HITZ-WEISS SYNDROME (OMIM:617159)"
"ATP8B1 (5205)","CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY,... (OMIM:147480), CHOLESTASIS, BENIGN RECURRENT INTRAHEPAT... (OMIM:243300), CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAH... (OMIM:211600)"
"TSHR (7253)","Familial gestational hyperthyroidism (ORPHA:99819), Thyroid hypoplasia (ORPHA:95720), Familial hyperthyroidism due to mutation... (ORPHA:424), HYPERTHYROIDISM, NONAUTOIMMUNE (OMIM:609152), HYPOTHYROIDISM, CONGENITAL, NONGOITROUS,... (OMIM:275200), HYPERTHYROIDISM, FAMILIAL GESTATIONAL (OMIM:603373), Athyreosis (ORPHA:95713), Hypothyroidism due to TSH receptor mutat... (ORPHA:90673)"
"PFKM (5213)","GLYCOGEN STORAGE DISEASE VII (OMIM:232800), Glycogen storage disease due to muscle p... (ORPHA:371)"
"CHKB (1120)","MUSCULAR DYSTROPHY, CONGENITAL, MEGACONI... (OMIM:602541)"
"HNMT (3176)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:616739)"
"TTN (7273)","HEREDITARY MYOPATHY WITH EARLY RESPIRATO... (OMIM:603689), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J (OMIM:608807), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 1G (OMIM:604145), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9 (OMIM:613765), TIBIAL MUSCULAR DYSTROPHY, TARDIVE (OMIM:600334), SALIH MYOPATHY (OMIM:611705)"
"TTR (7276)","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-R... (OMIM:105210), CARPAL TUNNEL SYNDROME (OMIM:115430)"
"TRIP4 (9325)","SPINAL MUSCULAR ATROPHY WITH CONGENITAL ... (OMIM:616866), MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON... (OMIM:617066)"
