"Export for HP:0000118"
"Gene","Associated diseases"
"APOB (338)","Homozygous familial hypercholesterolemia (ORPHA:391665), HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT... (OMIM:144010), HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1 (OMIM:615558)"
"ZSWIM6 (57688)","ACROMELIC FRONTONASAL DYSOSTOSIS (OMIM:603671), Acromelic frontonasal dysplasia (ORPHA:1827)"
"APOC2 (344)","APOLIPOPROTEIN C-II DEFICIENCY (OMIM:207750)"
"APOC3 (345)","Cholesterol-ester transfer protein defic... (ORPHA:79506), HYPERALPHALIPOPROTEINEMIA 2 (OMIM:614028)"
"AGPS (8540)","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TY... (OMIM:600121)"
"APOE (348)","ALZHEIMER DISEASE 2 (OMIM:104310), Sea-blue histiocytosis (ORPHA:158029), Hyperlipoproteinemia type 3 (ORPHA:412), SEA-BLUE HISTIOCYTE DISEASE (OMIM:269600), LIPOPROTEIN GLOMERULOPATHY (OMIM:611771), ALZHEIMER DISEASE 4 (OMIM:606889)"
"APP (351)","ABeta amyloidosis, Arctic type (ORPHA:324723), ABetaL34V amyloidosis (ORPHA:324703), ABeta amyloidosis, Dutch type (ORPHA:100006), ABeta amyloidosis, Iowa type (ORPHA:324708), ALZHEIMER DISEASE (OMIM:104300), ABeta amyloidosis, Italian type (ORPHA:324713), CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED (OMIM:605714), Early-onset autosomal dominant Alzheimer... (ORPHA:1020)"
"FANCM (57697)","Fanconi anemia (ORPHA:84), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), FANCONI ANEMIA, COMPLEMENTATION GROUP M (OMIM:614087)"
"APRT (353)","ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICI... (OMIM:614723), Adenine phosphoribosyltransferase defici... (ORPHA:976)"
"AP3B1 (8546)","HERMANSKY-PUDLAK SYNDROME 2 (OMIM:608233)"
"FAS (355)","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME (OMIM:601859), Behçet disease (ORPHA:117), Rheumatoid factor-negative juvenile idio... (ORPHA:85408), Oligoarticular juvenile idiopathic arthr... (ORPHA:85410), Vogt-Koyanagi-Harada disease (ORPHA:3437)"
"FCN3 (8547)","IMMUNODEFICIENCY DUE TO FICOLIN 3 DEFICI... (OMIM:613860)"
"FASLG (356)","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME (OMIM:601859)"
"AQP2 (359)","DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOM... (OMIM:125800), Nephrogenic diabetes insipidus (ORPHA:223)"
"GBA2 (57704)","SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSI... (OMIM:614409)"
"AQP5 (362)","Non-epidermolytic palmoplantar keratoder... (ORPHA:2337)"
"TCAP (8557)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2... (OMIM:607487), Familial isolated dilated cardiomyopathy (ORPHA:154), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2G (OMIM:601954)"
"SLC7A14 (57709)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 68 (OMIM:615725)"
"AR (367)","ANDROGEN INSENSITIVITY, PARTIAL (OMIM:312300), Partial androgen insensitivity syndrome (ORPHA:90797), SPINAL AND BULBAR MUSCULAR ATROPHY, X-LI... (OMIM:313200), Familial hypospadias (ORPHA:440), ANDROGEN INSENSITIVITY SYNDROME (OMIM:300068), HYPOSPADIAS 1, X-LINKED (OMIM:300633), Kennedy disease (ORPHA:481), Complete androgen insensitivity syndrome (ORPHA:99429)"
"ABCC6 (368)","ARTERIAL CALCIFICATION, GENERALIZED, OF ... (OMIM:614473), PSEUDOXANTHOMA ELASTICUM (OMIM:264800), PSEUDOXANTHOMA ELASTICUM, FORME FRUSTEPS... (OMIM:177850), Pseudoxanthoma elasticum (ORPHA:758)"
"PRX (57716)","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:614895), HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTT... (OMIM:145900)"
"ARCN1 (372)","SHORT STATURE, RHIZOMELIC, WITH MICROCEP... (OMIM:617164)"
"YARS (8565)","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:608323)"
"EPG5 (57724)","VICI SYNDROME (OMIM:242840), Vici syndrome (ORPHA:1493)"
"CASK (8573)","FG SYNDROME 4 (OMIM:300422), MENTAL RETARDATION AND MICROCEPHALY WITH... (OMIM:300749), X-linked intellectual disability, Najm t... (ORPHA:163937)"
"MTFMT (123263)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:614947)"
"PRKRA (8575)","DYSTONIA 16 (OMIM:612067)"
"ARG1 (383)","ARGININEMIA (OMIM:207800), Argininemia (ORPHA:90)"
"WDR19 (57728)","CRANIOECTODERMAL DYSPLASIA 4 (OMIM:614378), SHORT-RIB THORACIC DYSPLASIA 5 WITH OR W... (OMIM:614376), Senior-Loken syndrome (ORPHA:3156), SENIOR-LOKEN SYNDROME 8 (OMIM:616307), Cranioectodermal dysplasia (ORPHA:1515), Jeune syndrome (ORPHA:474)"
"ARHGDIA (396)","NEPHROTIC SYNDROME, TYPE 8 (OMIM:615244)"
"PHOX2A (401)","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENI... (OMIM:602078)"
"TNFSF11 (8600)","Autosomal recessive malignant osteopetro... (ORPHA:667), OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2 (OMIM:259710)"
"ARSA (410)","METACHROMATIC LEUKODYSTROPHY (OMIM:250100)"
"ARSB (411)","MUCOPOLYSACCHARIDOSIS TYPE VI (OMIM:253200)"
"STS (412)","Recessive X-linked ichthyosis (ORPHA:461), ICHTHYOSIS, X-LINKED (OMIM:308100), Syndromic X-linked ichthyosis (ORPHA:281090)"
"SLC25A12 (8604)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:612949)"
"ARSE (415)","CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RE... (OMIM:302950)"
"ARVCF (421)","22q11.2 deletion syndrome (ORPHA:567)"
"ASAH1 (427)","Farber disease (ORPHA:333), Spinal muscular atrophy-progressive myoc... (ORPHA:2590), FARBER LIPOGRANULOMATOSIS (OMIM:228000), SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE... (OMIM:159950)"
"CDK13 (8621)","CONGENITAL HEART DEFECTS, DYSMORPHIC FAC... (OMIM:617360)"
"ASCL1 (429)","Haddad syndrome (ORPHA:99803), CENTRAL HYPOVENTILATION SYNDROME, CONGEN... (OMIM:209880)"
"PDE8B (8622)","STRIATAL DEGENERATION, AUTOSOMAL DOMINAN... (OMIM:609161), PIGMENTED NODULAR ADRENOCORTICAL DISEASE... (OMIM:614190), Autosomal dominant striatal neurodegener... (ORPHA:228169), Primary pigmented nodular adrenocortical... (ORPHA:189439)"
"RFXANK (8625)","BARE LYMPHOCYTE SYNDROME, TYPE II (OMIM:209920)"
"TP63 (8626)","LIMB-MAMMARY SYNDROME (OMIM:603543), ADULT SYNDROME (OMIM:103285), SPLIT-HAND/FOOT MALFORMATION 4 (OMIM:605289), Bladder exstrophy (ORPHA:93930), RAPP-HODGKIN SYNDROME (OMIM:129400), ADULT syndrome (ORPHA:978), Ankyloblepharon-ectodermal defects-cleft... (ORPHA:1071), ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT... (OMIM:106260), EEC syndrome (ORPHA:1896), ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND ... (OMIM:604292), Split hand-split foot malformation (ORPHA:2440)"
"ASL (435)","ARGININOSUCCINIC ACIDURIA (OMIM:207900), Argininosuccinic aciduria (ORPHA:23)"
"ASNS (440)","ASPARAGINE SYNTHETASE DEFICIENCY (OMIM:615574)"
"MCM9 (254394)","OVARIAN DYSGENESIS 4 (OMIM:616185)"
"RNASET2 (8635)","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEG... (OMIM:612951)"
"ASPA (443)","Mild Canavan disease (ORPHA:314918), Severe Canavan disease (ORPHA:314911), CANAVAN DISEASE (OMIM:271900)"
"ASPH (444)","FACIAL DYSMORPHISM, LENS DISLOCATION, AN... (OMIM:601552)"
"ASS1 (445)","CITRULLINEMIA, CLASSIC (OMIM:215700)"
"DCHS1 (8642)","MITRAL VALVE PROLAPSE, MYXOMATOUS 2 (OMIM:607829), VAN MALDERGEM SYNDROME 1 (OMIM:601390)"
"PTCH2 (8643)","Gorlin syndrome (ORPHA:377), BASAL CELL CARCINOMA, SUSCEPTIBILITY TO,... (OMIM:605462), BASAL CELL NEVUS SYNDROME (OMIM:109400), MEDULLOBLASTOMA (OMIM:155255)"
"GATAD1 (57798)","CARDIOMYOPATHY, DILATED, 2B (OMIM:614672), Familial isolated dilated cardiomyopathy (ORPHA:154)"
"SLC17A8 (246213)","DEAFNESS, AUTOSOMAL DOMINANT 25 (OMIM:605583)"
"ABCB11 (8647)","CHOLESTASIS, BENIGN RECURRENT INTRAHEPAT... (OMIM:605479), CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAH... (OMIM:601847)"
"SIX5 (147912)","BOR syndrome (ORPHA:107), BRANCHIOOTORENAL SYNDROME 2 (OMIM:610896)"
"DDX3Y (8653)","SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y... (OMIM:415000), Partial chromosome Y deletion (ORPHA:1646)"
"SERPINC1 (462)","ANTITHROMBIN III DEFICIENCY (OMIM:613118)"
"ALDH4A1 (8659)","HYPERPROLINEMIA, TYPE II (OMIM:239510)"
"ATIC (471)","AICA-ribosiduria (ORPHA:250977), AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE ... (OMIM:608688)"
"ATM (472)","ATAXIA-TELANGIECTASIA (OMIM:208900), Ataxia-telangiectasia (ORPHA:100), Mantle cell lymphoma (ORPHA:52416)"
"RERE (473)","1p36 deletion syndrome (ORPHA:1606), NEURODEVELOPMENTAL DISORDER WITH OR WITH... (OMIM:616975)"
"HAMP (57817)","HEMOCHROMATOSIS, TYPE 2B (OMIM:613313), Hemochromatosis type 2 (ORPHA:79230)"
"ATP1A2 (477)","ALTERNATING HEMIPLEGIA OF CHILDHOOD 1 (OMIM:104290), Familial or sporadic hemiplegic migraine (ORPHA:569), MIGRAINE, FAMILIAL HEMIPLEGIC, 2 (OMIM:602481)"
"GRHL3 (57822)","VAN DER WOUDE SYNDROME 2 (OMIM:606713), Van der Woude syndrome (ORPHA:888)"
"ATP1A3 (478)","ALTERNATING HEMIPLEGIA OF CHILDHOOD 2 (OMIM:614820), Cerebellar ataxia-areflexia-pes cavus-op... (ORPHA:1171), DYSTONIA 12 (OMIM:128235), CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS,... (OMIM:601338)"
"SLC4A4 (8671)","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH O... (OMIM:604278)"
"RNASEH1 (246243)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:616479)"
"STX16 (8675)","PSEUDOHYPOPARATHYROIDISM, TYPE IB (OMIM:603233), Pseudohypoparathyroidism type 1B (ORPHA:94089)"
"STX11 (8676)","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMI... (OMIM:603552)"
"FXYD2 (486)","HYPOMAGNESEMIA 2, RENAL (OMIM:154020)"
"ATP2A1 (487)","BRODY MYOPATHY (OMIM:601003)"
"ATP2A2 (488)","ACROKERATOSIS VERRUCIFORMIS (OMIM:101900), DARIER-WHITE DISEASE (OMIM:124200), Darier disease (ORPHA:218)"
"PRY2 (442862)","SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y... (OMIM:415000)"
"ATP5F1A (498)","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) D... (OMIM:615228), COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616045)"
"ALDH7A1 (501)","Pyridoxine-dependent epilepsy (ORPHA:3006), EPILEPSY, PYRIDOXINE-DEPENDENT (OMIM:266100)"
"DGAT1 (8694)","DIARRHEA 7 (OMIM:615863)"
"DNAH11 (8701)","CILIARY DYSKINESIA, PRIMARY, 7 (OMIM:611884), Primary ciliary dyskinesia (ORPHA:244)"
"LYRM7 (90624)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:615838)"
"ATP5F1E (514)","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) D... (OMIM:614053)"
"SERPINB7 (8710)","PALMOPLANTAR KERATODERMA, NAGASHIMA TYPE (OMIM:615598), Palmoplantar keratoderma, Nagashima type (ORPHA:140966)"
"UBR1 (197131)","JOHANSON-BLIZZARD SYNDROME (OMIM:243800), Johanson-Blizzard syndrome (ORPHA:2315)"
"ATP6V1A (523)","Autosomal recessive cutis laxa type 2, c... (ORPHA:357074)"
"ATP6V1B1 (525)","RENAL TUBULAR ACIDOSIS, DISTAL, WITH PRO... (OMIM:267300)"
"ATP6V1B2 (526)","ZIMMERMANN-LABAND SYNDROME 2 (OMIM:616455), DEAFNESS, CONGENITAL, AND ONYCHODYSTROPH... (OMIM:124480)"
"ATP6V1E1 (529)","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE II... (OMIM:617402), Autosomal recessive cutis laxa type 2, c... (ORPHA:357074)"
"CTSF (8722)","CEROID LIPOFUSCINOSIS, NEURONAL, 13 (OMIM:615362)"
"EED (8726)","Weaver syndrome (ORPHA:3447)"
"ATP6AP1 (537)","IMMUNODEFICIENCY 47 (OMIM:300972)"
"ATP7A (538)","OCCIPITAL HORN SYNDROME (OMIM:304150), Occipital horn syndrome (ORPHA:198), SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKE... (OMIM:300489), MENKES DISEASE (OMIM:309400), Menkes disease (ORPHA:565)"
"ATP7B (540)","Wilson disease (ORPHA:905), WILSON DISEASE (OMIM:277900)"
"ATR (545)","CUTANEOUS TELANGIECTASIA AND CANCER SYND... (OMIM:614564), SECKEL SYNDROME 1 (OMIM:210600), Seckel syndrome (ORPHA:808)"
"ATRX (546)","MENTAL RETARDATION-HYPOTONIC FACIES SYND... (OMIM:309580), ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROM... (OMIM:300448), Gastric neuroendocrine tumor (ORPHA:100075), ALPHA-THALASSEMIA/MENTAL RETARDATION SYN... (OMIM:301040), Alpha-thalassemia-X-linked intellectual ... (ORPHA:847), Alpha-thalassemia-myelodysplastic syndro... (ORPHA:231401)"
"CRADD (8738)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:614499)"
"KIF1A (547)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 9 (OMIM:614255), SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSI... (OMIM:610357), PEHO syndrome (ORPHA:2836), Hereditary sensory and autonomic neuropa... (ORPHA:970), NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:201300), NEUROPATHY, HEREDITARY SENSORY, TYPE IIC (OMIM:614213)"
"AUH (549)","3-methylglutaconic aciduria type 1 (ORPHA:67046), 3-@METHYLGLUTACONIC ACIDURIA, TYPE I (OMIM:250950)"
"TNFSF12 (8742)","Common variable immunodeficiency (ORPHA:1572)"
"AVP (551)","Hereditary central diabetes insipidus (ORPHA:30925), DIABETES INSIPIDUS, NEUROHYPOPHYSEAL TYP... (OMIM:125700)"
"AVPR2 (554)","DIABETES INSIPIDUS, NEPHROGENIC, X-LINKE... (OMIM:304800), Nephrogenic diabetes insipidus (ORPHA:223), NEPHROGENIC SYNDROME OF INAPPROPRIATE AN... (OMIM:300539)"
"AXL (558)","HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR ... (OMIM:146110)"
"ADAM9 (8754)","CONE-ROD DYSTROPHY 9 (OMIM:612775), Cone rod dystrophy (ORPHA:1872)"
"B2M (567)","AMYLOIDOSIS, FAMILIAL VISCERAL (OMIM:105200), IMMUNODEFICIENCY 43 (OMIM:241600), Variant ABeta2M amyloidosis (ORPHA:314652)"
"LRSAM1 (90678)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:614436)"
"BAAT (570)","HYPERCHOLANEMIA, FAMILIAL (OMIM:607748)"
"STAC3 (246329)","NATIVE AMERICAN MYOPATHY (OMIM:255995)"
"CD164 (8763)","DEAFNESS, AUTOSOMAL DOMINANT 66 (OMIM:616969)"
"MEIOB (254528)","Male infertility with azoospermia or oli... (ORPHA:399805)"
"NKX3-2 (579)","SPONDYLO-MEGAEPIPHYSEAL-METAPHYSEAL DYSP... (OMIM:613330)"
"BARD1 (580)","Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"FADD (8772)","INFECTIONS, RECURRENT, WITH ENCEPHALOPAT... (OMIM:613759), FADD-related immunodeficiency (ORPHA:306550)"
"BBS1 (582)","BARDET-BIEDL SYNDROME 1 (OMIM:209900), Bardet-Biedl syndrome (ORPHA:110)"
"BBS2 (583)","Retinitis pigmentosa (ORPHA:791), Bardet-Biedl syndrome (ORPHA:110), RETINITIS PIGMENTOSA 74 (OMIM:616562), BARDET-BIEDL SYNDROME 2 (OMIM:615981)"
"BBS4 (585)","BARDET-BIEDL SYNDROME 1 (OMIM:209900), BARDET-BIEDL SYNDROME 4 (OMIM:615982), Bardet-Biedl syndrome (ORPHA:110)"
"MPDZ (8777)","HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL R... (OMIM:615219)"
"BCKDHA (593)","MAPLE SYRUP URINE DISEASE (OMIM:248600)"
"BCKDHB (594)","MAPLE SYRUP URINE DISEASE (OMIM:248600)"
"RGS9 (8787)","BRADYOPSIA (OMIM:608415), Bradyopsia (ORPHA:75374)"
"CCND1 (595)","Multiple myeloma (ORPHA:29073), Mantle cell lymphoma (ORPHA:52416)"
"BCL2 (596)","Follicular lymphoma (ORPHA:545)"
"UROC1 (131669)","UROCANASE DEFICIENCY (OMIM:276880), Urocanic aciduria (ORPHA:210128)"
"SLC25A26 (115286)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616794)"
"TNFRSF11A (8792)","FAMILIAL EXPANSILE OSTEOLYSIS (OMIM:174810), OSTEOPETROSIS, AUTOSOMAL RECESSIVE 7 (OMIM:612301)"
"TNFRSF10B (8795)","SQUAMOUS CELL CARCINOMA, HEAD AND NECK (OMIM:275355)"
"BCL6 (604)","Follicular lymphoma (ORPHA:545)"
"PEX11B (8799)","Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), PEROXISOME BIOGENESIS DISORDER 14B (OMIM:614920), Infantile Refsum disease (ORPHA:772)"
"SUCLG1 (8802)","MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (... (OMIM:245400)"
"SUCLA2 (8803)","Mitochondrial DNA depletion syndrome, en... (ORPHA:1933), MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (... (OMIM:612073)"
"OPN1SW (611)","TRITANOPIA (OMIM:190900)"
"BCR (613)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065), Distal 22q11.2 microdeletion syndrome (ORPHA:261330), LEUKEMIA, CHRONIC MYELOID (OMIM:608232), Chronic myeloid leukemia (ORPHA:521)"
"TRIM24 (8805)","THYROID CANCER, NONMEDULLARY, 1 (OMIM:188550)"
"BCS1L (617)","BJORNSTAD SYNDROME (OMIM:262000), MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:124000), GRACILE syndrome (ORPHA:53693), Björnstad syndrome (ORPHA:123), LEIGH SYNDROME (OMIM:256000), GRACILE SYNDROME (OMIM:603358)"
"DPM1 (8813)","DPM1-CDG (ORPHA:79322), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:608799)"
"BANF1 (8815)","NESTOR-GUILLERMO PROGERIA SYNDROME (OMIM:614008)"
"DPM2 (8818)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615042)"
"BDNF (627)","Ondine syndrome (ORPHA:661), CENTRAL HYPOVENTILATION SYNDROME, CONGEN... (OMIM:209880), WAGR syndrome (ORPHA:893)"
"HESX1 (8820)","SEPTOOPTIC DYSPLASIA (OMIM:182230), Kallmann syndrome (ORPHA:478), Septo-optic dysplasia spectrum (ORPHA:3157), Combined pituitary hormone deficiencies,... (ORPHA:95494), Hypothyroidism due to deficient transcri... (ORPHA:226307), Pituitary stalk interruption syndrome (ORPHA:95496)"
"CFB (629)","COMPLEMENT FACTOR B DEFICIENCY (OMIM:615561)"
"FGF17 (8822)","HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR ... (OMIM:146110), HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR... (OMIM:615270), Kallmann syndrome (ORPHA:478), Normosmic congenital hypogonadotropic hy... (ORPHA:432)"
"BFSP1 (631)","CATARACT 33, MULTIPLE TYPES (OMIM:611391)"
"FGF16 (8823)","Syndactyly type 8 (ORPHA:2498)"
"BGN (633)","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINK... (OMIM:300106), MEESTER-LOEYS SYNDROME (OMIM:300989)"
"SYNGAP1 (8831)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 5 (OMIM:612621)"
"BLK (640)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:613375)"
"BLM (641)","BLOOM SYNDROME (OMIM:210900), Bloom syndrome (ORPHA:125)"
"BLVRA (644)","HYPERBILIVERDINEMIA (OMIM:614156)"
"WISP3 (8838)","Progressive pseudorheumatoid arthropathy... (ORPHA:1159), ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOI... (OMIM:208230)"
"DNAAF3 (352909)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 2 (OMIM:606763)"
"BMP1 (649)","OSTEOGENESIS IMPERFECTA, TYPE XIII (OMIM:614856)"
"PROM1 (8842)","Retinitis pigmentosa (ORPHA:791), STARGARDT DISEASE 4 (OMIM:603786), Stargardt disease (ORPHA:827), CONE-ROD DYSTROPHY 12 (OMIM:612657), MACULAR DYSTROPHY, RETINAL, 2 (OMIM:608051), RETINITIS PIGMENTOSA 41 (OMIM:612095), Cone rod dystrophy (ORPHA:1872)"
"BMP2 (650)","20p12.3 microdeletion syndrome (ORPHA:261295), Brachydactyly type A2 (ORPHA:93396), BRACHYDACTYLY, TYPE A2 (OMIM:112600)"
"BMP4 (652)","OROFACIAL CLEFT 11 CLEFT LIP, CONGENITAL... (OMIM:600625), Microphthalmia with brain and digit anom... (ORPHA:139471), MICROPHTHALMIA, SYNDROMIC 6 (OMIM:607932)"
"BMPR1A (657)","JUVENILE POLYPOSIS SYNDROME (OMIM:174900), POLYPOSIS SYNDROME, HEREDITARY MIXED, 2 (OMIM:610069)"
"BMPR1B (658)","Brachydactyly type A1 (ORPHA:93388), Brachydactyly type C (ORPHA:93384), BRACHYDACTYLY, TYPE A1, D (OMIM:616849), Brachydactyly type A2 (ORPHA:93396), Fibular aplasia-complex brachydactyly sy... (ORPHA:2639), CHONDRODYSPLASIA, ACROMESOMELIC, WITH GE... (OMIM:609441), BRACHYDACTYLY, TYPE A2 (OMIM:112600), Acromesomelic dysplasia, Grebe type (ORPHA:2098)"
"BMPR2 (659)","PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOS... (OMIM:265450), PULMONARY HYPERTENSION, PRIMARY, 1 (OMIM:178600)"
"DST (667)","NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:614653), EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL... (OMIM:615425)"
"FOXL2 (668)","BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS... (OMIM:110100), PREMATURE OVARIAN FAILURE 3 (OMIM:608996)"
"BPGM (669)","DIPHOSPHOGLYCERATE MUTASE DEFICIENCY OF ... (OMIM:222800)"
"PER3 (8863)","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL,... (OMIM:616882)"
"PER2 (8864)","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL,... (OMIM:604348)"
"BRCA1 (672)","BREAST CANCER (OMIM:114480), Familial pancreatic carcinoma (ORPHA:1333), Primary peritoneal carcinoma (ORPHA:168829), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"BRAF (673)","Cardiofaciocutaneous syndrome (ORPHA:1340), CARDIOFACIOCUTANEOUS SYNDROME 1 (OMIM:115150), Noonan syndrome with multiple lentigines (ORPHA:500), Craniopharyngioma (ORPHA:54595), LEOPARD SYNDROME 3 (OMIM:613707), Hashimoto-Pritzker syndrome (ORPHA:99872), NOONAN SYNDROME 1 (OMIM:163950), Noonan syndrome (ORPHA:648), NOONAN SYNDROME 7 (OMIM:613706), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980)"
"SYNJ1 (8867)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617389), PARKINSON DISEASE 20, EARLY-ONSET (OMIM:615530), Atypical juvenile parkinsonism (ORPHA:391411)"
"BRCA2 (675)","FANCONI ANEMIA, COMPLEMENTATION GROUP D1 (OMIM:605724), Familial pancreatic carcinoma (ORPHA:1333), Fanconi anemia (ORPHA:84), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), WILMS TUMOR 1 (OMIM:194070), Nephroblastoma (ORPHA:654), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"ST3GAL5 (8869)","SALT AND PEPPER DEVELOPMENTAL REGRESSION... (OMIM:609056)"
"SQSTM1 (8878)","MYOPATHY, DISTAL, WITH RIMMED VACUOLES (OMIM:617158), FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPH... (OMIM:616437), PAGET DISEASE OF BONE 3 (OMIM:167250), Amyotrophic lateral sclerosis (ORPHA:803), Behavioral variant of frontotemporal dem... (ORPHA:275864), PAGET DISEASE OF BONE 2, EARLY-ONSET (OMIM:602080), GNE myopathy (ORPHA:602), NEURODEGENERATION WITH ATAXIA, DYSTONIA,... (OMIM:617145)"
"BTD (686)","Biotinidase deficiency (ORPHA:79241), BIOTINIDASE DEFICIENCY (OMIM:253260)"
"BTK (695)","X-linked agammaglobulinemia (ORPHA:47), AGAMMAGLOBULINEMIA, X-LINKED (OMIM:300755), ISOLATED GROWTH HORMONE DEFICIENCY, TYPE... (OMIM:307200)"
"EIF2B4 (8890)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"BUB1 (699)","Mosaic variegated aneuploidy syndrome (ORPHA:1052)"
"EIF2B3 (8891)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"EIF2B2 (8892)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"BUB1B (701)","Mosaic variegated aneuploidy syndrome (ORPHA:1052), COLORECTAL CANCER (OMIM:114500), MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1 (OMIM:257300)"
"EIF2B5 (8893)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"MTMR2 (8898)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1 (OMIM:601382)"
"SERPING1 (710)","ANGIOEDEMA, HEREDITARY (OMIM:106100), COMPLEMENT COMPONENT 4, PARTIAL DEFICIEN... (OMIM:120790), Hereditary angioedema type 1 (ORPHA:100050)"
"C1QA (712)","C1q DEFICIENCY (OMIM:613652)"
"AP1S2 (8905)","Fried syndrome (ORPHA:85335), X-linked intellectual disability-Dandy-W... (ORPHA:1568)"
"C1QB (713)","C1q DEFICIENCY (OMIM:613652)"
"ACSF3 (197322)","COMBINED MALONIC AND METHYLMALONIC ACIDU... (OMIM:614265)"
